"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"UAKISI5F","thesis","2022","Suresh, Abhijit","Automating Feedback to Improve Teachers' Effective Use of Instructional Discourse in K-12 Mathematics Classrooms","","","","","","Over the past decade, robust literature focused on teacher ""talk moves"" that promote student argumentation has emerged, especially in mathematics education. Teachers and students can use talk moves to construct conversations in which students share their thinking, actively consider the ideas of others, and engage in sustained reasoning. Providing teachers with detailed feedback about the talk moves utilized in their lessons requires considerable human expertise. These highly trained observers must hand-code transcripts of classroom recordings, analyze talk moves and provide one-on-one expert coaching, a time-consuming and expensive process. Our research team developed Talkback - an innovative application to address a significant challenge in education: providing teachers with immediate and actionable feedback on their use of effective classroom discourse strategies. My work is situated in the research and development of a cyberinfrastructure for TalkBack, including deep learning models for Natural Language Processing (NLP) for automated feedback. Starting with a bidirectional long short-term memory (bi-LSTM) network, I explore different state-of-the-art deep learning models, including transformers, to automatically analyze classroom recordings and generate information about classroom discourse strategies with F1 measures up to 78.92%. The TalkMoves dataset used for training and evaluating these models was curated by an interdisciplinary research team and comprised 500+ human-annotated classroom transcripts. The strong performance of both the student and the teacher talk moves models illustrates the reliability and robustness of artificial intelligence algorithms applied to noisy real-world classroom data. TalkBack application serves as an example to support a well-specified theory of learning (accountable talk), addresses a recognized challenge in education (teacher feedback), and has the potential to scale to large classrooms and teachers. The ability to better understand teachers' perceptions and use of the TalkBack application can provide structured professional learning opportunities that promote discourse-rich pedagogy. Results from a mixed-methods study with teachers highlight several emergent themes relating to the perceived utility of TalkBack as an AI-based tool and serving as a platform for research and innovations in NLP and education. [The dissertation citations contained here are published with the permission of ProQuest LLC. Further reproduction is prohibited without permission. Copies of dissertations may be obtained by Telephone (800) 1-800-521-0600. Web page: http://www.proquest.com/en-US/products/dissertations/individuals.shtml.]","2022","2025-05-02 01:52:39","2025-05-02 01:52:39","","","","","","","","","","","","","","","","","","ProQuest LLC","","","","ISBN: 9798845407702 ERIC Number: ED647589","","","http://eric.ed.gov/?id=ED647589","Artificial Intelligence; Technology Uses in Education; Educational Technology; Man Machine Systems; Secondary School Mathematics; Automation; Discourse Modes; Elementary School Mathematics; Feedback (Response); Natural Language Processing; Teacher Effectiveness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CEZLZ2ED","journalArticle","2022","Katz, Daniel; Huggins-Manley, Anne Corinne; Leite, Walter","Personalized Online Learning, Test Fairness, and Educational Measurement: Considering Differential Content Exposure Prior to a High Stakes End of Course Exam","Applied Measurement in Education","","1532-4818","","","According to the ""Standards for Educational and Psychological Testing"" (2014), one aspect of test fairness concerns examinees having comparable opportunities to learn prior to taking tests. Meanwhile, many researchers are developing platforms enhanced by artificial intelligence (AI) that can personalize curriculum to individual student needs. This leads to a larger overarching question: When personalized learning leads to students having differential exposure to curriculum throughout the K-12 school year, how might this affect test fairness with respect to summative, end-of-year high-stakes tests? As a first step, we traced the differences in content exposure associated with personalized learning and more traditional learning paths. To better understand the implications of differences in content coverage, we conducted a simulation study to evaluate the degree to which curriculum exposure varied across students in a particular AI-enhanced learning platform for Algebra instruction with high-school students. Results indicate that AI-enhanced personalized learning may pose threats to test fairness as opportunity-to-learn on K-12 summative high-stakes tests. We discuss the implications given different perspectives of the role of testing in education","2022","2025-05-02 01:52:39","2025-05-02 01:52:39","","1-16","","1","35","","","","","","","","","","English","","","","","","","ERIC Number: EJ1345451","","","http://eric.ed.gov/?id=EJ1345451","Artificial Intelligence; Elementary Secondary Education; Algebra; High Stakes Tests; Individualized Instruction; Mathematics Tests; Prior Learning; Summative Evaluation; Test Bias; Testing Problems","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7MAGYYLX","report","2024","Baral, Sami; Lucy, Li; Knight, Ryan; Ng, Alice; Soldaini, Luca; Heffernan, Neil T.; Lo, Kyle","DrawEduMath: Evaluating Vision Language Models with Expert-Annotated Students' Hand-Drawn Math Images","","","","","","In real-world settings, vision language models (VLMs) should robustly handle naturalistic, noisy visual content as well as domain-specific language and concepts. For example, K-12 educators using digital learning platforms may need to examine and provide feedback across many images of students' math work. To assess the potential of VLMs to support educators in settings like this one, we introduce DrawEduMath, an English-language dataset of 2,030 images of students' hand-written responses to K-12 math problems. Teachers provided detailed annotations, including free-form descriptions of each image and 11,661 question-answer (QA) pairs. These annotations capture a wealth of pedagogical insights, ranging from students' problem-solving strategies to the composition of their drawings, diagrams, and writing. We evaluate VLMs on teachers' QA pairs, as well as 44,362 synthetic QA pairs derived from teachers' descriptions using language models (LMs). We show that even state-of-the-art VLMs leave much room for improvement on DrawEduMath questions. We also find that synthetic QAs, though imperfect, can yield similar model rankings as teacher-written QAs. We release DrawEduMath to support the evaluation of VLMs' abilities to reason mathematically over images gathered with educational contexts in mind.","2024","2025-05-02 01:52:39","2025-05-02 01:52:39","","","","","","","","","","","","","Grantee Submission","","","","","","","","","ERIC Number: ED661900","","","http://eric.ed.gov/?id=ED661900","Artificial Intelligence; Elementary Secondary Education; Mathematics Education; Thinking Skills; Natural Language Processing; Mathematics Tests; Documentation; Freehand Drawing; Imagery; Mathematics Skills; Taxonomy; Teacher Developed Materials; Test Items; Visual Learning; Visual Perception; Visual Stimuli","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"95G6CU3P","journalArticle","2024","Mgonja, Thomas","Using Interpretable Machine Learning Approaches to Predict and Provide Explanations for Student Completion of Remedial Mathematics","Education and Information Technologies","","1573-7608","","","The successful completion of remedial mathematics is widely recognized as a crucial factor for college success. However, there is considerable concern and ongoing debate surrounding the low completion rates observed in remedial mathematics courses across various parts of the world. This study applies explainable artificial intelligence (XAI) tools to interpret predictions on whether students will complete mathematics remediation. Various machine learning models are compared, with random forest emerging as superior in predicting non-completion. Global interpretations using correlation analysis, logistic regression, feature importance, permutation importance, and SHapley Additive exPlanations (SHAP) summary plots identify significant predictors such as college grade point average (G.P.A), high school G.P.A, starting point in the remedial sequence, number of failed remedial courses, delay in remediation, Rate My Professor scores, and age. Additionally, local interpretations using Local Interpretable Model-Agnostic Explanations (LIME) and Diverse Counterfactual Explanations (DiCE) analyses were utilized to garner tailored advise for at-risk students. It was observed that instructor attributes cannot be overlooked, especially, when exploring local interpretations. Future research should consider other features such as a students' socio-economic status (SES), employment status, and placement exam scores. Future studies could also involve data from multiple institutions and examine user experience in implementing these models.","2024","2025-05-02 01:52:39","2025-05-02 01:52:39","","22287-22312","","16","29","","","","","","","","","","English","","","","","","","ERIC Number: EJ1450655","","","http://eric.ed.gov/?id=EJ1450655","Artificial Intelligence; Teacher Effectiveness; Comparative Analysis; Educational Background; Grade Point Average; Higher Education; Predictor Variables; Remedial Mathematics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAWSN2T3","report","2022","Katz, Daniel; Huggins-Manley, Anne Corinne; Leite, Walter","Personalized Online Learning, Test Fairness, and Educational Measurement: Considering Differential Content Exposure Prior to a High Stakes End of Course Exam","","","","","","According to the Standards for Educational and Psychological Testing (2014), one aspect of test fairness concerns examinees having comparable opportunities to learn prior to taking tests. Meanwhile, many researchers are developing platforms enhanced by artificial intelligence (AI) that can personalize curriculum to individual student needs. This leads to a larger overarching question: When personalized learning leads to students having differential exposure to curriculum throughout the K-12 school year, how might this affect test fairness with respect to summative, end-of-year high-stakes tests? As a first step, we traced the differences in content exposure associated with personalized learning and more traditional learning paths. To better understand the implications of differences in content coverage, we conducted a simulation study to evaluate the degree to which curriculum exposure varied across students in a particular AI-enhanced learning platform for Algebra instruction with high-school students. Results indicate that AI-enhanced personalized learning may pose threats to test fairness as opportunity-to-learn on K-12 summative high-stakes tests. We discuss the implications given different perspectives of the role of testing in education. [This paper was published in ""Applied Measurement in Education"" v35 n1 p1-16 2022 (EJ1345451).]","2022","2025-05-02 01:52:39","2025-05-02 01:52:39","","","","","","","","","","","","","Grantee Submission","","","","","","","","","ERIC Number: ED623474","","","http://eric.ed.gov/?id=ED623474","Artificial Intelligence; Elementary Secondary Education; Algebra; High Stakes Tests; Individualized Instruction; Mathematics Tests; Prior Learning; Summative Evaluation; Test Bias; Testing Problems","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GZX5HI82","journalArticle","2023","","Artificial Intelligence (AI). Education Week. Spotlight","Editorial Projects in Education","","","","","Artificial Intelligence (AI) is transforming traditional learning landscapes. This Spotlight will empower you with steps educators can take to be prepared for teaching in an AI-powered world; tips for using AI to plan lessons, email parents, and help struggling students; insights on principles to consider when crafting AI guidance; a guide to the generative AI tools teachers are using in their jobs; and more. Articles in the Spotlight include: (1) What Teachers Need to Know about AI, but Don't (Lauraine Langreo); (2) Can AI Improve Instruction? 3 Teachers Share How They Use It (Lauraine Langreo, Lydia McFarlane, and Caitlyn Meisner); (3) The 93 Questions Schools Should Ask about AI (Alyson Klein); (4) 180 Degree Turn: NYC District Goes From Banning ChatGPT to Exploring AI's Potential (Alyson Klein); (5) ChatGPT Is Everywhere in This District. Here's What It Looks Like (Caitlyn Meisner); (6) Beyond ChatGPT: The Other AI Tools Teachers Are Using (Lauraine Langreo); (7) I'm a Math Teacher. Graphing Calculators Taught Me a Thing or Two About AI (Stacie A. Marvin); and (8) AI Can Teach Students a Powerful Lesson About the Truth (Rachna Nath). [This Spotlight was sponsored by ASUS Education.]","2023","2025-05-02 01:52:39","2025-05-02 01:52:39","","","","","","","","","","","","","","","","","","","","","","ERIC Number: ED640737","","","http://eric.ed.gov/?id=ED640737","Artificial Intelligence; Elementary Secondary Education; Technology Uses in Education; Mathematics Teachers; Teacher Attitudes; Technological Literacy; Faculty Development; Teaching Methods; Pedagogical Content Knowledge; Natural Language Processing; Computer Software; Educational Change; Ethics; Graphing Calculators; Instructional Improvement; Lesson Plans; School Districts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KPDHEZY5","journalArticle","2024","Geng, Xingyu; Su, Yu-Sheng","Enhancing K-12 Students' STEM Learning through the Integration of the Metaverse into Online and Blended Environments: A Meta-Analysis","International Journal of Science and Mathematics Education","","1573-1774","","","The metaverse offers unique opportunities for K-12 students to learn STEM subjects in online and blended settings, providing interactive and authentic experiences. Although previous studies have produced mixed findings on the influence of the metaverse on perceptions and academic achievement of online and blended STEM learning, it is necessary to study the overall impact of the metaverse on K-12 students' STEM learning and how the related factors, such as technologies used, pedagogical approaches, learners' education levels, and domains of learning, modulate STEM learning outcomes. Therefore, the study applied a meta-analysis method to assess the influence of the metaverse on K-12 students' academic achievement and perceptions of STEM in online and blended learning settings, while also examining the moderating effects in 49 studies. The effect sizes for academic achievement and perceptions were estimated to be 0.821 (indicating a great impact) and 0.575 (indicating a moderate impact), respectively. The moderation analysis showed that the learning domains and learners' education level were significant moderators of the influence of the metaverse on their academic achievement, with elementary students showing greater improvement in science subjects. Moreover, the technologies used and pedagogical approaches played a pivotal role as moderators in shaping students' perceptions of the impact of the metaverse, with VR and AR technologies and inquiry-based learning being particularly effective in terms of enhancing learner perceptions. Thus, it is recommended for teachers to actively utilize the metaverse for STEM teaching, while considering their students' educational level, learning domain, appropriate technology use, and pedagogical approaches.","2024","2025-05-02 01:52:39","2025-05-02 01:52:39","","111-143","","","22","","","","","","","","","","English","","","","","","","ERIC Number: EJ1455055","","","http://eric.ed.gov/?id=EJ1455055","Artificial Intelligence; Elementary Secondary Education; Technology Uses in Education; Educational Technology; Technological Advancement; STEM Education; Computer Simulation; Online Courses; Academic Achievement; Blended Learning; Student Attitudes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TVEHWTRW","journalArticle","2022","Mohamed, Mohamed Zulhilmi bin; Hidayat, Riyan; Suhaizi, Nurain Nabilah binti; Sabri, Norhafiza binti Mat; Mahmud, Muhamad Khairul Hakim bin; Baharuddin, Siti Nurshafikah binti","Artificial Intelligence in Mathematics Education: A Systematic Literature Review","International Electronic Journal of Mathematics Education","","1306-3030","","","The advancement of technology like artificial intelligence (AI) provides a chance to help teachers and students solve and improve teaching and learning performances. The goal of this review is to add to the conversation by offering a complete overview of AI in mathematics teaching and learning for students at all levels of education. A systematic literature review (SLR) was conducted using established and robust guidelines. We follow the preferred reporting items for systematic reviews and meta-analyses (PRISMA). We searched ScienceDirect, Scopus, Springer Link, ProQuest, and EBSCO Host for 20 AI studies published between 2017 and 2021. The findings of the SLR indicate that AI approach used in mathematics education forthe samples studied were through robotics, systems, tools, teachable agent, autonomous agent, and a comprehensive approach. Then, it can be shown that the majority of the collected studies were carried out in the USA and Mexico. The analysis revealed that most of the reviewed studies used quantitative research methods. The types of themes for AI in mathematics education were categorized into advantages and disadvantages, conceptual understanding, factors, role, idea suggestion, strategies and effectiveness.","2022","2025-05-02 01:52:39","2025-05-02 01:52:39","","","","3","17","","","","","","","","","","English","","","","","","","ERIC Number: EJ1357707","","","http://eric.ed.gov/?id=EJ1357707","Artificial Intelligence; Elementary Secondary Education; Intelligent Tutoring Systems; Mathematics Instruction; Foreign Countries; Teaching Methods; Robotics; Classification; Databases; Instructional Effectiveness; Integrated Learning Systems; Learning Processes; Meta Analysis; Research Reports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I7UPPUA7","book","2021","Singh, Ajay; Yeh, Chia Jung; Blanchard, Sheresa; Anunciação, Luis","","","978-1-7998-7630-4","","","","Rehabilitation professionals working with students with disabilities and the families of those students face unique challenges in providing inclusive services to special education student populations. There needs to be a focus on adaptive teaching methods that provide quality experience for students with varying disabilities to promote student success and inclusivity. Critical issues within these practices span autism, diverse students, gifted education, learning disabilities, behavioral and emotional disorders, and more. With having many different types of students with vastly different situations, it is important for rehabilitation professionals to understand the best practices and learning systems for special education students who have a wide range of needs and challenges. The ""Handbook of Research on Critical Issues in Special Education for School Rehabilitation Practices"" focuses on the issues and challenges rehabilitation professionals face in special education and how they can provide inclusive and effective services to diverse student populations. This book highlights topics such as culturally responsive teacher preparation, artificial intelligence in the classroom, universal design, inclusive development, and school rehabilitation and explores the effects these newfound practices in education have on various types of students with disabilities. This book is essential for special education teachers, administrators, counselors, practitioners, researchers, academicians, and students interested in the new methods, theories, and solutions for the best practices in inclusive and effective special education.","2021","2025-05-02 01:52:39","2025-05-02 01:52:39","","","","","","","","","","","","","IGI Global","","","","","","","","","ERIC Number: ED616890","","","http://eric.ed.gov/?id=ED616890","Artificial Intelligence; Elementary Secondary Education; Intelligent Tutoring Systems; Technology Uses in Education; Educational Technology; Foreign Countries; Teaching Methods; Inclusion; Individualized Instruction; Mathematics Skills; Higher Education; Attention Deficit Hyperactivity Disorder; Autism; Barriers; Behavior Disorders; Behavior Modification; Behavior Problems; Blindness; Braille; Child Rearing; Cultural Differences; Culturally Relevant Education; Delivery Systems; Developing Nations; Developmental Delays; Disability Identification; Disproportionate Representation; Emotional Problems; Equal Education; Learning Disabilities; Mothers; Pervasive Developmental Disorders; Preschool Education; Prompting; Psychometrics; Rehabilitation; School Counseling; School Readiness; Special Education; Student Diversity; Students with Disabilities; Teacher Education Programs; Testing; Visual Impairments","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CTTLA77X","journalArticle","2022","Williams, Ryan; Citkowicz, Martyna; Miller, David I.; Lindsay, Jim; Walters, Kirk","Heterogeneity in Mathematics Intervention Effects: Evidence from a Meta-Analysis of 191 Randomized Experiments","Journal of Research on Educational Effectiveness","","1934-5739","","","Since the standards-based education movement began in the early 1990s, mathematics education reformers have developed and evaluated many interventions to support students in mastering more rigorous content. We conducted a systematic review and meta-analysis of U.S. PreK-12 mathematics intervention effects from 1991 to 2017 to study sources of heterogeneity. From more than 9,000 published and unpublished study reports, we found 191 randomized control trials that met our inclusion criteria, with 1,109 effect size estimates representing more than a quarter of a million students. The average effect size on student mathematics achievement was 0.31, with wide heterogeneity of most effects ranging from -0.60 to 1.23. Two modeling approaches--meta-regression and machine learning--provided converging evidence that outcome measure type (researcher-created vs. standardized) and technology delivery (vs. teacher or interventionist delivery) were predictors of effect size. Intervention type, intervention length, grade level, and publication year were also identified as potentially explanatory factors.","2022","2025-05-02 01:52:39","2025-05-02 01:52:39","","584-634","","3","15","","","","","","","","","","English","","","","","","","ERIC Number: EJ1355584","","","http://eric.ed.gov/?id=EJ1355584","Elementary Secondary Education; Technology Uses in Education; Mathematics Education; Mathematics Achievement; Teaching Methods; Comparative Analysis; Predictor Variables; Educational Change; Meta Analysis; Research Reports; Preschool Education; Academic Standards; Difficulty Level; Effect Size; Instructional Program Divisions; Intervention; Research Methodology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
